;dataset;model;metric;value;run
340;shapes3d;vlgcbm;disentanglement;0.2423183394719891;0
341;shapes3d;vlgcbm;disentanglement;0.2423183394719891;1
342;shapes3d;vlgcbm;disentanglement;0.2423183394719891;2
343;shapes3d;vlgcbm;disentanglement;0.2423183394719891;3
344;shapes3d;vlgcbm;disentanglement;0.2423183394719891;4
345;shapes3d;resnetcbm;leakage;0.35008540222873213;0
346;shapes3d;resnetcbm;leakage;0.3453191568601548;1
347;shapes3d;resnetcbm;leakage;0.15955852610359736;2
348;shapes3d;resnetcbm;leakage;0.4219475441188355;3
349;shapes3d;resnetcbm;leakage;0.34241440106937027;4
350;shapes3d;resnetcbm;label_f1;1.0;0
351;shapes3d;resnetcbm;label_f1;1.0;1
352;shapes3d;resnetcbm;label_f1;0.9990374002001929;2
353;shapes3d;resnetcbm;label_f1;1.0;3
354;shapes3d;resnetcbm;label_f1;0.9993578767123288;4
355;shapes3d;resnetcbm;avg_concept_auc;0.9999535662877209;0
356;shapes3d;resnetcbm;avg_concept_auc;0.9999610175777672;1
357;shapes3d;resnetcbm;avg_concept_auc;0.9999958834283831;2
358;shapes3d;resnetcbm;avg_concept_auc;0.9999897109092327;3
359;shapes3d;resnetcbm;avg_concept_auc;0.9999746792074647;4
360;shapes3d;resnetcbm;ois;0.07019048929214478;0
361;shapes3d;resnetcbm;ois;0.06821087002754211;1
362;shapes3d;resnetcbm;ois;0.08139985799789429;2
363;shapes3d;resnetcbm;ois;0.07253128290176392;3
364;shapes3d;resnetcbm;ois;0.06945851445198059;4
365;shapes3d;resnetcbm;disentanglement;0.9990256062085502;0
366;shapes3d;resnetcbm;disentanglement;0.9986017142168091;1
367;shapes3d;resnetcbm;disentanglement;0.9982752133395603;2
368;shapes3d;resnetcbm;disentanglement;0.9987608346856992;3
369;shapes3d;resnetcbm;disentanglement;0.999260939358692;4
